Name,Country,City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Release Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,Nature of Screening,Provenance of Print,Other Notes
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,10,,Hoppity Hop,,Norman McLaren,1946,Canada,short,Canada: El National Film Board - La obra de Norman McLaren,repeat,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,10,,Fiddle-De-Dee,,Norman McLaren,1947,Canada,short,Canada: El National Film Board - La obra de Norman McLaren,repeat,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,10,,Poulette grise,,Norman McLaren,1947,Canada,short,Canada: El National Film Board - La obra de Norman McLaren,repeat,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,10,,Begone Dull Care,,Norman McLaren,1949,Canada,short,Canada: El National Film Board - La obra de Norman McLaren,repeat,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,10,Vecinos,Neighbours,,Norman McLaren,1952,Canada,short,Canada: El National Film Board - La obra de Norman McLaren,repeat,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,10,,Rhythmetic,,Norman McLaren,1955,Canada,short,Canada: El National Film Board - La obra de Norman McLaren,,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,6,Los colores marchan,Marching the Colours,,Guy Clover,1950,Canada,short,Canada: El National Film Board - La influencia de Norman McLaren,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Dos joyas de la arquitectura gótica,Dva Klenoty gottuke architectury,,Frantisec Lukas,1951,Czechoslovakia,short,Tres aspectos del cine checo: El film de arte,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Del viejo Imperio,Haskovy povidky ze stareho mocnarstvi,,Miroslav Hubacek,1952,Czechoslovakia,feature,Tres aspectos del cine checo: La sátira al pasado,preview screening,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Sirena,,Harel Stekly,1947,Czechoslovakia,feature,Tres aspectos del cine checo: El film social,preview screening,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Color en el cine mudo: Recopilación de Raúl Gerez,,,,,,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Frescos de iglesias danesas,Kalkmalerier,,Luciano Emmer,1955,Denmark,short,El cine danés: El film de arte,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El cuento de mi vida,,,Jorgen Roos,,,short,"El cine danés: Andersen, su vida y su obra",premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El impávido soldado de plomo,,,Ivo Caprino,1955,Norway,short,"El cine danés: Andersen, su vida y su obra",premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,6,Tiempo en el sol,Time in the Sun,,"Sergei Eisenstein, Marie Seton",1939,Mexico,feature,Eisenstein y su influencia en Méjico,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,13,María Candelaria,,,Emilio Fernández,1943,Mexico,feature,Eisenstein y su influencia en Méjico,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Prehistoria,His Prehistoric Past,,Charles Chaplin,1914,United States,short,Estados Unidos: La edad de oro del cine cómico,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,24,Carlitos en las termas,The Cure,,Charles Chaplin,1921,United States,short,Estados Unidos: La edad de oro del cine cómico,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El pibe,The Kid,,Charles Chaplin,1921,United States,short,Estados Unidos: La edad de oro del cine cómico,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El universitario,Battling Butler,,Buster Keaton,1926,United States,feature,Estados Unidos: La edad de oro del cine cómico,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La tempestad,,,,,United States,,Estados Unidos: Comienzos y apogeo del star system,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El cordero,The Lamb,,Christy Cabanne,1915,United States,,Estados Unidos: Comienzos y apogeo del star system,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Viejo Heidelberg,Old Heidelberg,,John Emerson,1916,United States,,Estados Unidos: Comienzos y apogeo del star system,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El hijo del Sheik,The Son of the Sheik,,George Fitzmaurice,1926,United States,,Estados Unidos: Comienzos y apogeo del star system,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Fuera de la ley,The Fugitive,,Reginald Barker,1914,United States,,Estados Unidos: El western,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La carreta,The Covered Wagon,,James Cruze,1923,United States,,Estados Unidos: El western,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Nanook, el esquimal",Nanook of the North,,Robert Flaherty,1922,United States,feature,Estados Unidos: Un film de Flaherty,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Vida y muerte de 9413, un extra de Hollywood","Life and Death of 9413, a Hollywood Extra",,"Robert Florey, Slavko Vorkapich",1928,United States,short,Estados Unidos: La vanguardia,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Agonía de una espía,The Spy,,Charles Vidor,1931,United States,short,Estados Unidos: La vanguardia,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Redes en el atardecer,Meshes of the Afternoon,,"Maya Deren, Alexander Hammid",1943,United States,short,Estados Unidos: La vanguardia,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El día de la madre,Mother's Day,,James Broughton,1948,United States,short,Estados Unidos: La vanguardia,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Light Reflections,,Jim Davis,1949,United States,short,Estados Unidos: La vanguardia,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La pavane del moro,Moor's Pavane,,Walter V. Strate,1950,United States,short,Estados Unidos: La vanguardia,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Loony Tom,,James Broughton,1951,United States,short,Estados Unidos: La vanguardia,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Transatlantic,,Philip Stap,1954,United States,short,Estados Unidos: El dibujo animado moderno,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,The Family of Man,,,1954,United States,,Estados Unidos: El documental,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Huracán de pasiones,Key Largo,,John Huston,1948,United States,feature,Estados Unidos: Un film de John Huston,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Lumière,,Paul Paviot,1953,France,,Francia: Historia de los primitivos,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El gran Méliès,Le grand Méliès,,Georges Franju,1953,France,,Francia: Historia de los primitivos,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,20,El asesinato del Duque de Guise,Le assassinat du Duc de Guise,,"Charles Le Bargy, André Calmettes",1908,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,David y Goliath,David et Goliath,,"Charles Le Bargy, André Calmettes",1909,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El retorno de Ulises,Le retour d'Ulisses,,"Charles Le Bargy, André Calmettes",1909,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El barbero de Sevilla,,,,,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Moises, salvado de las aguas",,,,,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La angustia,,,,,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La pasarela trágica,,,,,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Historia de Juan Morand,Histoire de Jean Morand,,René Leprinée,1912,France,short,"Francia: El ""film d'art"" y otros primitivos",,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,20,Salustiano y Miss Margaret,Rigadin et Miss Margaret,,Georges Monca,1915,France,short,Francia: Rigadin y Max Linder,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,1905-1910: Selección de Films de Max Linder,,,,France,,Francia: Rigadin y Max Linder,fragment,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Yo acuso,J'accuse,,Abel Gance,1919,France,feature,Francia: La obra de Abel Gance,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Napoléon,,Abel Gance,1927,France,feature,Francia: La obra de Abel Gance,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Rostros de niños,Visages d'enfants,,Jacques Feyder,1924,France,feature,Francia: De la obra de Jacques Feyder,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Carmen,,Jacques Feyder,1926,France,feature,Francia: De la obra de Jacques Feyder,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Gribiche,,Jacques Feyder,1926,France,feature,Francia: De la obra de Jacques Feyder,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Entreacto,Entr'acte,,René Clair,1924,France,short,Francia: De la obra de René Clair,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El viaje imaginario,Le voyage imaginaire,,René Clair,1925,France,feature,Francia: De la obra de René Clair,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La presa del viento,La proie du vent,,René Clair,1926,France,feature,Francia: De la obra de René Clair,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,,René Clair,1927,France,feature,Francia: De la obra de René Clair,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La torre,La tour,,René Clair,1928,France,feature,Francia: De la obra de René Clair,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El vals de París,La valse de Paris,,Marcel Achard,1950,France,feature,Francia: Un film de Marcel Achard,preview screening,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,7,Las damas del bosque de Boloña,Les dames du Bois de Boulogne,,,1944,France,feature,Francia: Polémica sobre Bresson,repeat,,Lead by Ricardo L. Serrapelle
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Bim,,Albert Lamorisse,1949,France,feature,Francia: De la obra de Albert Lamorisse,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Crin blanca,Crin blanc,,Albert Lamorisse,1953,France,short,Francia: De la obra de Albert Lamorisse,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El castillo de cristal,La chateau de verre,,René Clement,1950,France,feature,Francia: Un film de René Clement,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El canto del ruiseñor,La voix du rossignol,,Ladislao Starevich,1922,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,28,,La rose et le réseda,,André Michel,1947,France,short,Francia: El cortometraje francés,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Paysages du silence,,Jacques Yves Costeau,1947,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,13,La revolucion de 1848,1848,,,1946,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,28,El bote borracho,Le bateau ivre,,Alfred Chaumel,1949,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El calderero,Le chaudronnier,,Georges Rouquier,1950,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,31,,Van Gogh,,Alain Resnais,1948,France,short,Francia: El cortometraje francés,,,Presented by Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,31,,Gaugin,,Alain Resnais,1950,France,short,Francia: El cortometraje francés,,,Presented by Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,31,,Toulouse-Lautrec,,Robert Hessens,1950,France,short,Francia: El cortometraje francés,,,Presented by Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,31,,Guernica,,"Alain Resnais, Robert Hessens",1950,France,short,Francia: El cortometraje francés,,,Presented by Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"San Luis, ángel de la paz","Saint-Louis, ange de la paix",,Robert Darène,1950,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,28,,Balzac,,Jean Vidal,1950,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Fiestas galantes ,Fêtes galantes,,Jean Aurel,1951,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Mi amigo Pedro,Mon ami Pierre,,"Louis Félix, Paula Neurisse",1951,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,28,,Colette,,Yannick Bellon,1951,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Yo me llamaré Guillaume Apollinaire,Je m'appelairais Guillaume Apollinaire,,,1954,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Los hombres en la luz,Les hommes dans la lumière,,René Lucat,1954,France,short,Francia: El cortometraje francés,preview screening,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Equilibrios,Equilibres ,,Henri Seguy,1954,France,short,Francia: El cortometraje francés,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Echen las redes,T schot is te boord,,Herman van der Horst,1952,Netherlands,short,Holanda: El cortometraje,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Los cuatro grandes en la conferencia,,,,1952,Netherlands,short,Holanda: El cortometraje,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Arquitectura moderna en Holanda,,,Ridi Hornecker,1952,Netherlands,short,Holanda: El cortometraje,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El espíritu motor,The Moving Spirit,,Bob Privett,1952,United Kingdom,short,Inglaterra: El dibujo animado,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Correo nocturno,Night Mail,,"Harry Watt, Basil Wright",1936,United Kingdom,short,Inglaterra: El documental,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,21,Pasos de ballet,Steps in the Ballet,,,1948,United Kingdom,short,Inglaterra: El documental,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Perfil de una nación,Family Portrait,,Humphrey Jennings,1951,United Kingdom,short,Inglaterra: El documental,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La senda es larga,Thursday's Children,,"Lindsay Anderson, Guy Brenton",1954,United Kingdom,short,Inglaterra: El documental,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,21,,Henry Moore,,John Read,1951,United Kingdom,short,Inglaterra: El film de arte,,,Presented by Aldo Luis Persano
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,21,Los dibujos de Leonardo da Vinci,The Drawings of Leonardo da Vinci,,Adrian de Potier,1953,United Kingdom,short,Inglaterra: El film de arte,,,Presented by Aldo Luis Persano
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Large es la noche,Odd Man Out,,Carol Reed,1947,United Kingdom,feature,Inglaterra: Un film de Carol Reed,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La columna trajana,La colonna traiana,,,,Italy,short,Italia: Documentales y films de arte,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Por el sendero de Leopardi,Sulle orme di Giacomo Leopardi,,Francesco Pasinetti,1940,Italy,short,Italia: Documentales y films de arte,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Fantasía submarina,Fantasia sottomarina,,Roberto Rossellini,1939,Italy,short,Italia: Documentales y films de arte,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Giotto, la capilla de los Sorovegni","Giotto, la capella degli Sorovegni",,Glauco Pellegrini,1943,Italy,short,Italia: Documentales y films de arte,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La carroza de oro,La carrozza d'oro,,Jean Renoir,1952,Italy,feature,Italia: Jean Renoir en Italia,preview screening,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Primavera,Var,,Gosta Werner,,Sweden,short,El documental plástico sueco,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Ritmo de una ciudad,Människa I Stad,,Arne Sucksdorff,1946,Sweden,short,El documental plástico sueco,repeat,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Shunsai o el marido culpable,,,,,Japan,,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,August,24,"Roma, ciudad abierta","Roma, citta aperta",,Roberto Rossellini,1945,Italy,feature,,,,Lecture by Fernando Birri (de Sica's assistant for El techo)
Cine Club Núcleo,Argentina,Buenos Aires,1956,September,28,,Combourg,,Jacques de Casembroot,1948,France,short,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,March,18,,Napoléon,,Abel Gance,1927,France,feature,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,,,,Varieté,,E.A. DuPont,1925,Germany,feature,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,May,7,El reparador de cerebros,,,Émile Cohl,1908,France,short,,,Fernando Pereda,
Cine Club del Uruguay,Uruguay,Montevideo,1948,May,7,Las hadas,,,Walt Disney,,United States,short,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,May,7,Alarma en el Prado,,,Sergio Boffano,,Italy,short,,premiere,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,May,7,El arte del football,,,Disney,,,,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,May,7,El gabinete del dr. Caligari,Das Kabinet der Dr. Caligari,,Robert Wiene,1919,Germany,feature,,,Fernando Pereda,
Cine Club del Uruguay,Uruguay,Montevideo,1948,,,Rostros de niños,Visages des enfants,,Jacques Feyder,,,,,,Gente de Cine,
Cine Club del Uruguay,Uruguay,Montevideo,1948,,,La presa del viento,La proie du vent,,René Clair,,,,,,Gente de Cine,
Cine Club del Uruguay,Uruguay,Montevideo,1948,September,14,Al toque del trombón,,,Walt Disney,,,,,,,
