Nombre del club,País,Ciudad,Año de la proyección,Mes de la proyección ,Día de la proyección,Título en español,Título original,Director,Año de producción,País de producción,Corto/largometraje,Ciclo,Lugar de proyección,"Tipo de proyección (repetiticiones, fragmentoos)",Procedencia,Otras notes
Gente de Cine,Argentina,Buenos Aires,1947,,,La moderna caperucita,Little Red Riding Hood Up-to-Date,Dorothy Summers,1945,Reino Unido,corto,Dibujos animados y titeres,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La madre,Mat,Vsevolod Pudovkin,1926,Unión Soviética,largometraje,"Pudovkin, director y actor",,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El cadáver viviente,Zhivoy trup,Ferdor Ozep,1929,Unión Soviética,largometraje,"Pudovkin, director y actor",,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Raro interludio,Strange Interlude,Robert Z. Leonard,1932,Estados Unidos,largometraje,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El sueño de una noche de verano,A Midsummer Night's Dream,William Wellman,1935,Estados Unidos,largometraje,El teatro en el cine,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Praderas verdes,Green Pastures,"Marc Connelly, William Keighley",1936,Estados Unidos,largometraje,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Noche de primavera,Spring Night,Tatiana Tuttle,1935,Estados Unidos,corto,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Altitud 3200,Altitude 3200,"Jean Benoît-Levy, Marie Epstein",1938,Francia,largometraje,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El ciudadano,Citizen Kane,Orson Welles,1941,Estados Unidos,largometraje,El teatro en el cine,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Baja traición,The Informer,Arthur Robinson,1929,Reino Unido,largometraje,Dos temas de Liam O'Flaherty,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El puritano,Le puritain,Jeff Musso,1937,Francia,largometraje,Dos temas de Liam O'Flaherty,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El viaje imaginario,Le voyage imaginaire,René Clair,1925,Francia,largometraje,De la obra de René Clair,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,René Clair,1927,Francia,largometraje,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,París que ríe,14 juillet,René Clair,1933,Francia,largometraje,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Crimen y castigo,Crime et chatiment,Pierre Chenal,1935,Francia,largometraje,Dostoievski en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Eterno marido,L'homme au chapeau rond,Pierre Billon,1946,Francia,largometraje,Dostoievski en el cine,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El jugador,El jugador,León Klimovsky,1947,Argentina,largometraje,Dostoievski en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La aldea del pecado,Baby ryazanskie,Olga Preobrazhenskaya,1927,Unión Soviética,largometraje,Los temas de ambiente ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Capricho imperial,Scarlet Empress,Josef von Sternberg,1934,Estados Unidos,largometraje,Los temas de ambiente ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Dunja, la novia eterna",Der postmeister,Gustav Ucicky,1940,Alemania,largometraje,Los temas de ambiente ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,María Candelaria,María Candelaria,Emilio Fernández,1943,México,largometraje,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Las abandonadas,Las abandonadas,Emilio Fernández,1944,México,largometraje,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Bugambilia,Bugambilia,Emilio Fernández,1945,México,largometraje,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La otra,La otra,Roberto Gavaldón,1946,México,largometraje,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,En el viejo Buenos Aires,En el viejo Buenos Aires,Antonio Momplet,1942,Argentina,largometraje,Cine argentino,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Tres hombres del río,Tres hombres del río,Mario Soffici,1943,Argentina,largometraje,Cine argentino,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Casa de muñecas,Casa de muñecas,Ernesto Arancibia,1943,Argentina,largometraje,Cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La dama duende,La dama duende,Luis Saslavsky,1945,Argentina,largometraje,Cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Venganza corsa,Desconocido,Desconocido,1908,Desconocido,corto,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Bebé detective,Bébé detective,Louis Feuillade,1911,Francia,corto,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El coche de Simón,Desconocido,Desconocido,Desconocido,Desconocido,corto,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Max en el music hall,Au music hall,Max Linder,1911,Francia,corto,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Marineros a la fuerza,Shanghaied,Charles Chaplin,1915,Estados Unidos,corto,Cómicos famosos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La una de la madrugada,One a.m.,Charles Chaplin,1916,Estados Unidos,corto,Cómicos famosos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Un viaje al paraíso,Desconocido,Desconocido,1925,Estados Unidos,largometraje,Cómicos famosos,,,,with Harold Lloyd
Gente de Cine,Argentina,Buenos Aires,1947,,,El capitán Blood,Captain Blood,David Smith,1924,Estados Unidos,,Cine épico norteamericano,,,,possibly confused with The Seahawk (directed by Frank Lloyd)
Gente de Cine,Argentina,Buenos Aires,1947,,,Carne y fantasía,Flesh and Fantasy,Julien Duvivier,1944,Estados Unidos,largometraje,El film en episodios,,antología film,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Rostros de niños,Visages d'enfants,Jacques Feyder,1923,Francia,largometraje,Cine francés mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La vida maravillosa de Juana de Arco,La vie merveilleuse de Jeanne d'Arc,Marco de Gastyne,1927,Francia,largometraje,Cine francés mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Cuatro pasos en las nubes,Quatro passi fra le navole,Alessandro Blasetti,1942,Italia,largometraje,Pre-neorrealismo italiano,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1948,,,En el país de Jauja,Hans Trutz in Schlaraffenland ,Paul Wegener,1917,Alemania,corto,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El gabinete del Dr. Caligari,Das Cabinet des Dr. Caligari,Robert Wiene,1920,Alemania,largometraje,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Danton,Danton,Dmitri Buchowetzki,1921,Alemania,largometraje,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Las tres luces,Der müde Tod,Fritz Lang,1921,Alemania,largometraje,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Pasiones desatadas,Nju,Paul Czinner,1924,Alemania,largometraje,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Varieté,Varieté AKA Eifersucht,Karl Grune,1925,Alemania,largometraje,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Tartufo,Tartuffe,F.W. Murnau,1925,Alemania,largometraje,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Los tejedores,Die weber,Friedrich Zelnik,1927,Alemania,largometraje,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La melodía del mundo,Melodie der welt,Walter Ruttman,1929,Alemania,largometraje,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El ángel azul,Der blaue engel,Josef von Sternberg,1930,Alemania,largometraje,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"M, el vampiro negro","M, ein stadt sucht einen morder",Fritz Lang,1931,Alemania,largometraje,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Juana de Arco,Das Mädchen Johanna,Gustav Ucicky,1934,Alemania,largometraje,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Metal del cielo,Metall des himmels,Walter Ruttman,1935,Alemania,largometraje,Etapas del cine alemán,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El viejo rey,Der alte und der junge könig,Hans Steinhoff,1935,Alemania,largometraje,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La barquera María,Fährmann María,Frank Wysbar,1936,Alemania,largometraje,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Bésame otra vez,Kiss Me Again,Ernst Lubitsch,1925,Estados Unidos,largometraje,Realizadores europeos en Hollywood,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Sólo vivimos una vez,You Only Live Once,Fritz Lang,1937,Estados Unidos,largometraje,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Me casé con una bruja,I Married a Witch,René Clair,1942,Estados Unidos,largometraje,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Ser o no ser,To Be or Not to Be,Ernst Lubitsch,1942,Estados Unidos,largometraje,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El diablo dijo no,Heaven Can Wait,Ernst Lubitsch,1943,Estados Unidos,largometraje,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El secreto tras la puerta,Secret Beyond the Door,Fritz Lang,1947,Estados Unidos,largometraje,Realizadores europeos en Hollywood,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Pasión de una noche,Douce,Claude Autant-Lara,1943,Francia,largometraje,Films de Claude Autant-Lara,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El diablo y la dama,Le diable au corps,Claude Autant-Lara,1946,Francia,largometraje,Films de Claude Autant-Lara,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Paraíso terrestre,Paradiso terrestre,Luciano Emmer,1940,Italia,corto,Documentales de Enrico Gras-Luciano Emmer,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Narración de un fresco,Racconto da un affresco,"Luciano Emmer, Enrico Gras",1938,Italia,corto,Documentales de Enrico Gras-Luciano Emmer,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Camino a Damasco,Sulla via di Damasco,"Enrico Gras, Luciano Emmer",1946,Italia,corto,Documentales de Enrico Gras-Luciano Emmer,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Praderas blancas,Bianchi pascoli,"Enrico Gras, Luciano Emmer",1947,Italia,corto,Documentales de Enrico Gras-Luciano Emmer,,preestreno,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Baja traición,The Informer,Arthur Robinson,1929,Reino Unido,largometraje,Dos versiones de una novela,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El delator,The Informer,John Ford,1935,Estados Unidos,largometraje,Dos versiones de una novela,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"Nanuk, el esquimal",Nanook of the North,Robert Flaherty,1922,Estados Unidos,largometraje,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Si yo tuviera un millón,If I Had a Million,Ernst Lubitsch,1932,Estados Unidos,largometraje,Aspectos del cine americano,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Matar o morir,Sequoia,Chester Franklin,1934,Estados Unidos,largometraje,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Placer de tontos,Idiot's Delight,Clarence Brown,1938,Estados Unidos,largometraje,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Viento de azúcar,Desconocido,Charles V. Herbert,1940,Estados Unidos,largometraje,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Un desolado corazón,None But the Lonely Heart,Clifford Odets,1943,Estados Unidos,largometraje,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Rostros de niños,Visages d'enfants,Jacques Feyder,1924,Francia,largometraje,Homenaje a Jacques Feyder,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Carmen,Carmen,Jacques Feyder,1926,Francia,largometraje,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El gran juego,Le grand jeu,Jacques Feyder,1934,Francia,largometraje,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La kermesse heróica,La kermesse héroïque,Jacques Feyder,1935,Francia,largometraje,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La ley del Norte,La piste du Nord,Jacques Feyder,1942,Francia,largometraje,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Una mujer desaparece,Une femme disparaît,Jacques Feyder,1941,Francia,largometraje,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Pompeya,Desconocido,Desconocido,Desconocido,Italia,Desconocido,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Melodías puccinianas,Desconocido,Desconocido,Desconocido,Italia,Desconocido,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Guitarra romana,Desconocido,Desconocido,Desconocido,Italia,Desconocido,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Los cielos de Tiepolo,Cieli di Tiepolo,Giorgio Graziosi,1946,Italia,corto,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Despertar de primavera,Armonie di primavera,Pietro Francisi,1946,Italia,corto,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Inmigración ,Inmigración ,Fernando Ayala,1948,Argentina,corto,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Cómo se hace una película argentina,Cómo se hace una película argentina,Arturo S. Mom,1948,Argentina,corto,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Los pueblos dormidos,Los pueblos dormidos,Leo Fleider,1948,Argentina,corto,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Suite Varsovia,Suita warszawska,Tadeusz Makarczynski,1946,Polonia,corto,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El dragón de Wawel,Za króla Krakusa,Zenon Wasilewski,1947,Polonia,corto,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La inundación,Powódź,"Jerzy Bossak, Waclaw Kazmierczak",1947,Polonia,corto,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Las minas de sal de Wieliczka,Wieliczka,Jaroslaw Brzozowski,1947,Polonia,corto,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Recital chopiniano,Desconocido,Desconocido,1947,Polonia,Desconocido,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La iglesia de la Virgen Maria de Praga,Desconocido,Desconocido,Desconocido,Checoslovaquia,Desconocido,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Castillos de la Bohemia,Desconocido,Desconocido,Desconocido,Checoslovaquia,Desconocido,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Éxtasis,Ektase,Gustav Machaty,1933,Checoslovaquia,largometraje,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La insumisa,Nepokorená,Jan Svoboda,1945,Checoslovaquia,corto,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Sueño de Navidad,Desconocido,Borjov Zanen,1946,Checoslovaquia,Desconocido,Cine checoslovaco,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Artes de fuego,Arts du feu,Les actualités françaises,1945,Francia,corto,Documentales Franciases,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"Rouen, martirio de una ciudad","Rouen, martyre d'une cité",Louis Cuny,1945,Francia,corto,Documentales Franciases,,,,"Attributed to Wotiz, Paellas"
Gente de Cine,Argentina,Buenos Aires,1948,,,Desconocido,Les jardins de la Francia,Desconocido,1945,Francia,Desconocido,Documentales Franciases,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,mayool,"Aristide Maillol, sculpteur ",Jean Lods,1945,Francia,corto,Documentales Franciases,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El nacimiento del cine,La naissance du cinéma,Roger Leenhardt,1945,Francia,corto,Documentales Franciases,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La fuga,La fuga,Luis Saslavsky,1937,Argentina,largometraje,Films de Luis Saslavsky,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Ceniza al viento,Ceniza al viento,Luis Saslavsky,1942,Argentina,largometraje,Films de Luis Saslavsky,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Camino del infierno,Camino del infierno,Luis Saslavsky,1944,Argentina,largometraje,Films de Luis Saslavsky,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Historia de una mala mujer,Historia de una mala mujer,Luis Saslavsky,1948,Argentina,largometraje,Films de Luis Saslavsky,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La rueda,La roue,Abel Gance,1921,Francia,largometraje,Cine francés mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El canto del amor trinunfante,Le chant de l'amour triomphant,Viaceslav T. Tourjanski,1923,Francia,largometraje,Cine francés mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El viaje imaginario,Le voyage imaginaire,René Clair,1925,Francia,largometraje,Cine francés mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La presa del viento,La proie du vent,René Clair,1926,Francia,largometraje,Cine francés mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"Miguel Strogoff, el correo secreto del Zar","Michel Strogoff, der kurier des Zarem",Viktor Tourjansky,1926,Francia,largometraje,Cine francés mudo,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El barón fantasma,Le baron fantôme,Serge de Poligny,1943,Francia,largometraje,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Eterno retorno,L'eternel retour,Jean Delannoy,1943,Francia,largometraje,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Torrentes de pasión,Torrents,Serge de Poligny,1946,Francia,largometraje,Aspectos del cine francés,,,,Attributed to Christian-Jaque
Gente de Cine,Argentina,Buenos Aires,1948,,,El diablo y la dama,Le diable au corps,Claude Autant-Lara,1946,Francia,largometraje,Aspectos del cine francés,,repetición,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Mr. Vincent,Monsieur Vincent,Maurice Cloche,1946,Francia,largometraje,Aspectos del cine francés,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Crimen en París,Quai des orfevres,Henri Georges Clouzot,1947,Francia,largometraje,Aspectos del cine francés,,preestreno,,
